Class,Vertical,Category,Name,Alias,Datatype,Description,isEnable,ExecLevel,isExposed
Behavioural,Recharge and Utilities,DTH,RU_DTH_preferable_transaction_operator,Preferable Transaction Operator,String,Operator having most transactions by the customer,1,L3RU,1
Behavioural,Recharge and Utilities,DTH,RU_DTH_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,0,L3RU,0
Transactional,Recharge and Utilities,DTH,RU_DTH_total_discount_transaction_count,Total Discount Transaction Count,Long,Count of all discount transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,DTH,RU_DTH_total_discount_transaction_size,Total Discount Transaction Size,Double,Amount of all discount transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,DTH,RU_DTH_percentage_discount_by_transaction_count,Percentage Discount By Transaction Count,Long,Percent of discount transactions count out of total transactions count,0,L3RU,0
Transactional,Recharge and Utilities,DTH,RU_DTH_percentage_discount_by_transaction_size,Percentage Discount By Transaction Size,Double,Percent of discount transactions amount out of total transactions amount,0,L3RU,0
Transactional,Recharge and Utilities,DTH,RU_DTH_total_cashback_transaction_count,Total Cashback Transaction Count,Long,Count of all cashback transactions done by customer,1,L3RU,1
Transactional,Recharge and Utilities,DTH,RU_DTH_total_cashback_transaction_size,Total Cashback Transaction Size,Double,Amount of all cashback transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,DTH,RU_DTH_percentage_cashback_by_transaction_count,Percentage Cashback By Transaction Count,Long,Percent of cashback transactions count out of total transactions count,0,L3RU,0
Transactional,Recharge and Utilities,DTH,RU_DTH_percentage_cashback_by_transaction_size,Percentage Cashback By Transaction Size,Double,Percent of cashback transactions amount out of total transactions amount,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_total_transaction_count,Total Transaction Count,Long,Count of all transactions done by customer,1,L3RU,1
Transactional,Recharge and Utilities,Broadband,RU_BB_total_transaction_size,Total Transaction Size,Double,Amount of all transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_avg_transaction_size,Avg Transaction Size,Double,Average amount of all transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_first_transaction_size,First Transaction Size,Double,Amount of first transaction made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_first_transaction_date,First Transaction Date,Date,Date at which first transaction was made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_last_transaction_size,Last Transaction Size,Double,Amount of last transaction made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_last_transaction_date,Last Transaction Date,Date,Date at which last transaction was made by customer,1,L3RU,1
Transactional,Recharge and Utilities,Broadband,RU_BB_first_transaction_operator,First Transaction Operator,String,Operator of which first transaction was made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_last_transaction_operator,Last Transaction Operator,String,Operator of which last transaction was made by customer,0,L3RU,0
Behavioural,Recharge and Utilities,Broadband,RU_BB_preferable_transaction_operator,Preferable Transaction Operator,String,Operator having most transactions by the customer,1,L3RU,1
Behavioural,Recharge and Utilities,Broadband,RU_BB_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_total_discount_transaction_count,Total Discount Transaction Count,Long,Count of all discount transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_total_discount_transaction_size,Total Discount Transaction Size,Double,Amount of all discount transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_percentage_discount_by_transaction_count,Percentage Discount By Transaction Count,Long,Percent of discount transactions count out of total transactions count,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_percentage_discount_by_transaction_size,Percentage Discount By Transaction Size,Double,Percent of discount transactions amount out of total transactions amount,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_total_cashback_transaction_count,Total Cashback Transaction Count,Long,Count of all cashback transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_total_cashback_transaction_size,Total Cashback Transaction Size,Double,Amount of all cashback transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_percentage_cashback_by_transaction_count,Percentage Cashback By Transaction Count,Long,Percent of cashback transactions count out of total transactions count,0,L3RU,0
Transactional,Recharge and Utilities,Broadband,RU_BB_percentage_cashback_by_transaction_size,Percentage Cashback By Transaction Size,Double,Percent of cashback transactions amount out of total transactions amount,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_total_transaction_count,Total Transaction Count,Long,Count of all transactions done by customer,1,L3RU,1
Transactional,Recharge and Utilities,Datacard,RU_DC_total_transaction_size,Total Transaction Size,Double,Amount of all transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_avg_transaction_size,Avg Transaction Size,Double,Average amount of all transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_first_transaction_size,First Transaction Size,Double,Amount of first transaction made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_first_transaction_date,First Transaction Date,Date,Date at which first transaction was made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_last_transaction_size,Last Transaction Size,Double,Amount of last transaction made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_last_transaction_date,Last Transaction Date,Date,Date at which last transaction was made by customer,1,L3RU,1
Transactional,Recharge and Utilities,Datacard,RU_DC_first_transaction_operator,First Transaction Operator,String,Operator of which first transaction was made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_last_transaction_operator,Last Transaction Operator,String,Operator of which last transaction was made by customer,0,L3RU,0
Behavioural,Recharge and Utilities,Datacard,RU_DC_preferable_transaction_operator,Preferable Transaction Operator,String,Operator having most transactions by the customer,1,L3RU,1
Behavioural,Recharge and Utilities,Datacard,RU_DC_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_total_discount_transaction_count,Total Discount Transaction Count,Long,Count of all discount transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_total_discount_transaction_size,Total Discount Transaction Size,Double,Amount of all discount transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_percentage_discount_by_transaction_count,Percentage Discount By Transaction Count,Long,Percent of discount transactions count out of total transactions count,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_percentage_discount_by_transaction_size,Percentage Discount By Transaction Size,Double,Percent of discount transactions amount out of total transactions amount,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_total_cashback_transaction_count,Total Cashback Transaction Count,Long,Count of all cashback transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_total_cashback_transaction_size,Total Cashback Transaction Size,Double,Amount of all cashback transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_percentage_cashback_by_transaction_count,Percentage Cashback By Transaction Count,Long,Percent of cashback transactions count out of total transactions count,0,L3RU,0
Transactional,Recharge and Utilities,Datacard,RU_DC_percentage_cashback_by_transaction_size,Percentage Cashback By Transaction Size,Double,Percent of cashback transactions amount out of total transactions amount,0,L3RU,0
Behavioural,Recharge and Utilities,Datacard,RU_DC_operator_due_dates,Operator and Due Date,Nested,List of operators and their bill due dates for the customer,0,BILLS,0
Behavioural,Recharge and Utilities,Datacard,RU_DC_operator_due_dates.Operator,Operator and Due Date,String,List of operators and their bill due dates for the customer,0,NESTED,0
Behavioural,Recharge and Utilities,Datacard,RU_DC_operator_due_dates.DueDate,Operator and Due Date,Date,List of operators and their bill due dates for the customer,0,NESTED,0
Behavioural,Recharge and Utilities,Datacard,RU_DC_operator_due_dates.BillAmount,Operator and Due Date,Double,List of operators and their bill due dates for the customer,0,NESTED,0
Transactional,Recharge and Utilities,Electricity,RU_EC_total_transaction_count,Total Transaction Count,Long,Count of all transactions done by customer,1,L3RU,1
Transactional,Recharge and Utilities,Electricity,RU_EC_total_transaction_size,Total Transaction Size,Double,Amount of all transactions done by customer,1,L3RU,1
Transactional,Recharge and Utilities,Electricity,RU_EC_avg_transaction_size,Avg Transaction Size,Double,Average amount of all transactions done by customer,1,L3RU,1
Transactional,Recharge and Utilities,Electricity,RU_EC_first_transaction_size,First Transaction Size,Double,Amount of first transaction made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_first_transaction_date,First Transaction Date,Date,Date at which first transaction was made by customer,1,L3RU,1
Transactional,Recharge and Utilities,Electricity,RU_EC_last_transaction_size,Last Transaction Size,Double,Amount of last transaction made by customer,1,L3RU,1
Transactional,Recharge and Utilities,Electricity,RU_EC_last_transaction_date,Last Transaction Date,Date,Date at which last transaction was made by customer,1,L3RU,1
Transactional,Recharge and Utilities,Electricity,RU_EC_first_transaction_operator,First Transaction Operator,String,Operator of which first transaction was made by customer,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_last_transaction_operator,Last Transaction Operator,String,Operator of which last transaction was made by customer,1,L3RU,1
Behavioural,Recharge and Utilities,Electricity,RU_EC_preferable_transaction_operator,Preferable Transaction Operator,String,Operator having most transactions by the customer,1,L3RU,1
Behavioural,Recharge and Utilities,Electricity,RU_EC_preferable_transaction_day,Preferable Transaction Day,String,Day of week in which most transactions are made by the customer,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_total_discount_transaction_count,Total Discount Transaction Count,Long,Count of all discount transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_total_discount_transaction_size,Total Discount Transaction Size,Double,Amount of all discount transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_percentage_discount_by_transaction_count,Percentage Discount By Transaction Count,Long,Percent of discount transactions count out of total transactions count,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_percentage_discount_by_transaction_size,Percentage Discount By Transaction Size,Double,Percent of discount transactions amount out of total transactions amount,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_total_cashback_transaction_count,Total Cashback Transaction Count,Long,Count of all cashback transactions done by customer,1,L3RU,1
Transactional,Recharge and Utilities,Electricity,RU_EC_total_cashback_transaction_size,Total Cashback Transaction Size,Double,Amount of all cashback transactions done by customer,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_percentage_cashback_by_transaction_count,Percentage Cashback By Transaction Count,Long,Percent of cashback transactions count out of total transactions count,0,L3RU,0
Transactional,Recharge and Utilities,Electricity,RU_EC_percentage_cashback_by_transaction_size,Percentage Cashback By Transaction Size,Double,Percent of cashback transactions amount out of total transactions amount,0,L3RU,0
Behavioural,Recharge and Utilities,Electricity,RU_EC_operator_due_dates,Operator and Due Date,Nested,List of operators and their bill due dates for the customer,1,BILLS,1
Behavioural,Recharge and Utilities,Electricity,RU_EC_operator_due_dates.Operator,Operator and Due Date,String,List of operators and their bill due dates for the customer,1,NESTED,1
Behavioural,Recharge and Utilities,Electricity,RU_EC_operator_due_dates.DueDate,Operator and Due Date,Date,List of operators and their bill due dates for the customer,1,NESTED,1
Behavioural,Recharge and Utilities,Electricity,RU_EC_operator_due_dates.BillAmount,Operator and Due Date,Double,List of operators and their bill due dates for the customer,1,NESTED,1
